,0,1,2,3
2694,KWAVALLE4,East Washington Road,Valleyford,Netatmo
2695,KWAVALLE5,Excelsior Creek Farm,Valleyford,Ambient Weather WS-1001-WiFi (Wireless)
2696,KWAVALLE10,Valley Chapel Road,Valleyford,AcuRite Pro Weather Center
2697,KWAVANCO243,Maplegate,Vancouver,Davis Vantage Pro2 Plus (Wireless)
2698,KWAVANCO279,Walnut Grove,Vancouver,Ambient Weather WS-900-IP (Wireless)
2699,KWAVANCO173,Mission Hills Apartments,Vancouver,Netatmo Weather Station
2700,KWAVANCO237,Orchards,Vancouver,Bloomsky
2701,KWAVANCO245,Livingston-Proebstel,Vancouver,AcuRite Pro Weather Center
2702,KWAVANCO231,East Lake Village,Vancouver,AcuRite Pro Weather Center
2703,KWAVANCO236,McLoughlin Heights,Vancouver,AcuRite Pro Weather Center
2704,KWAVANCO27,Felida,Vancouver,Davis ProVantage2
2705,KWAVANCO39,Rabbit Hole in 'The Couv',Vancouver,Davis Vantage Vue
2706,KWAVANCO188,Salmon Creek,Vancouver,AcuRite Pro Weather Center
2707,KWAVANCO120,Walnut Grove,Vancouver,Zephyr WH1090
2708,KWAVANCO122,Joe&amp;Angie;'s Garage,Vancouver,Davis Vantage Pro2 (Wireless)
2709,KWAVANCO238,VanCam Weather,Vancouver,Davis Vantage Pro2 (Wireless)
2710,KWAVANCO247,Stonebrier,Vancouver,AcuRite Pro Weather Center
2711,KWAVANCO144,Vancouver Heights,Vancouver,AcuRite Pro Weather Center
2712,KWAVANCO164,highlands roof,Vancouver,Ambient Weather WS-1001-WiFi (Wireless)
2713,KWAVANCO239,The Park,Vancouver,Ambient Weather WS-1001-WiFi (Wireless)
2714,KWAVANCO170,Brentwood West - Walnut Grove,Vancouver,other
2715,KWAVANCO291,Salmon Creek Woods,Vancouver,AcuRite Pro Weather Center
2716,KWAVANCO274,Chinook Place,Vancouver,Ambient Weather WS-1001-WiFi (Wireless)
2717,KWAVANCO276,Dunning Meadows,Vancouver,AcuRite Pro Weather Center
2718,KWAVANCO221,MadMonkey,Vancouver,Ambient Weather WS-1200-IP (Wireless)
2719,KWAVANCO218,Heritage,Vancouver,AcuRite Pro Weather Center
2720,KWAVANCO171,Columbia North MHP,Vancouver,Ambient Weather WS-2090 (Wireless)
2721,KWAVANCO182,Ashley Heights NX7J,Vancouver,Ambient Weather WS-1001-WiFi (Wireless)
2722,KWAVANCO232,Fircrest,Vancouver,Bloomsky
2723,KWAVANCO155,Generation Place,Vancouver,AcuRite Pro Weather Center
2724,KWAVANCO228,Old Evergreen Highway,Vancouver,Ambient Weather WS-1001-WiFi (Wireless)
2725,KWAVANCO233,Whipple Creek Place,Vancouver,AcuRite Pro Weather Center
2726,KWAVANCO272,Hazel Dell North,Vancouver,other
2727,KWAVANCO258,Cererro Estates,Vancouver,AcuRite Pro Weather Center
2728,KWAVANCO175,Mount Vista,Vancouver,AcuRite Pro Weather Center
2729,KWAVANCO124,Columbia Tech Center,Vancouver,Columbia Weather Systems Capricorn 2000EX
2730,KWAVANCO192,Lincoln,Vancouver,AcuRite Pro Weather Center
2731,KWAVANCO234,Ellsworth,Vancouver,AcuRite Pro Weather Center
2732,KWAVANCO174,Green Garden North,Vancouver,AcuRite Pro Weather Center
2733,KWAVANCO229,Felida,Vancouver,Davis Vantage Pro2 Plus (Wireless)
2734,KWAVANCO251,Sherwood Hollow,Vancouver,AcuRite Pro Weather Center
2735,KWAVANCO226,Cougar Creek,Vancouver,AcuRite Pro Weather Center
2736,KWAVANCO131,Vancouver-Blairmont Dr (SO),Vancouver,
2737,KWAVANCO152,Dubois Park,Vancouver,Netatmo
2738,KWAVANCO153,Northeast Hazel Dell,Vancouver,Netatmo
2739,KWAVANCO154,Bennington,Vancouver,Netatmo
2740,KWAVANCO158,Stekelbaarssingel,Vancouver,Netatmo
2741,KWAVANCO160,Northeast 27th Way,Vancouver,Netatmo
2742,KWAVANCO177,Fisher's Landing East,Vancouver,Netatmo
2743,KWAVANCO211,Riveridge,Vancouver,Netatmo
2744,KWAVANCO213,Image,Vancouver,Netatmo
2745,KWAVANCO222,Vancouver,Vancouver,Netatmo
2746,KWAVANCO166,Sherwood,Vancouver,Davis Vantage Vue (Wireless)
2747,KWAVANCO123,Five Corners,Vancouver,Davis Vantage Pro2 (Wireless)
2748,KWAVANCO277,Mountain View East,Vancouver,Ambient Weather WS-900-IP (Wireless)
2749,KWAVANCO289,Rosewood,Vancouver,Ambient Weather WS-1001-WiFi (Wireless)
2750,KWAVANCO275,Shadow Ridge,Vancouver,Ambient Weather WS-1001-WiFi (Wireless)
2751,KWAVANCO266,NE Hazel Dell,Vancouver,AcuRite Pro Weather Center
2752,KWAVANCO63,I205 and St Johns,Vancouver,La Crosse Technology 2316
2753,KWAVANCO169,Ogden,Vancouver,AcuRite Pro Weather Center
2754,KWAVANCO189,Falcon's Nest,Vancouver,AcuRite Pro Weather Center
2755,KWAVANCO270,Burton Ridge,Vancouver,Ambient Weather WS-900-IP (Wireless)
2756,KWAVANCO283,Ellsworth Springs,Vancouver,RainWise MK-III-LR
2757,KWAVANCO260,GoldWing Flats,Vancouver,AcuRite Pro Weather Center
2758,KWAVANCO79,Hazel Dell,Vancouver,Davis Vantage Pro 2
2759,KWAVANCO127,Bagley Downs,Vancouver,AcuRite Pro Weather Center
2760,KWAVANCO116,Edgewood Park,Vancouver,Davis Vantage Vue
2761,KWAVANCO4,Burnt Bridge Creek,Vancouver,Davis Vantage Pro2
2762,KWAVANCO128,Hazel Dell,Vancouver,Oregon Scientific Professional Weather Center
2763,KWAVANCO201,Sunnyside,Vancouver,AcuRite Pro Weather Center
2764,KWAVANCO46,Whipple Creek Place Salmon Creek,Vancouver,Davis Vantage Pro2
2765,KWAVANCO183,"Hazel Dell, Washington, USA",Vancouver,Davis Vantage Pro2 (Wireless)
2766,KWAVANCO285,Riveridge,Vancouver,Bloomsky
2767,KWAVANCO58,Burnt Bridge Creek,Vancouver,Davis Vantage Pro2
2768,KWAVANCO149,Salmon Creek - 149th St.,Vancouver,AcuRite Pro Weather Center
2769,KWAVANCO138,Barberton WB7TFD,Vancouver,AcuRite Pro Weather Center
2770,KWAVANCO184,Sifton,Vancouver,Davis Vantage Pro2 (Cabled)
2771,KWAVANCO151,Green Mountain,Vancouver,AcuRite Pro Weather Center
2772,KWAVANCO225,Carriage House Estates,Vancouver,other
2773,KWAVANCO278,Matthew Meadow,Vancouver,Ambient Weather WS-900-IP (Wireless)
2774,KWAVANCO202,Walnut Grove,Vancouver,AcuRite Pro Weather Center
2775,KWAVASHO11,Vashon Loop,Vashon,Oregon Scientific Professional Weather Center
2776,KWAVASHO12,Vashon Loop Maury Island,Vashon,Davis Vantage Pro2 (Wireless)
2777,KWAVASHO13,Voice of Vashon,Vashon,Davis Vantage Vue (Wireless)
2778,KWAVASHO32,Vashon Island,Vashon,Davis Vantage Pro2 Plus (Wireless)
2779,KWAVASHO31,Sandy Shores,Vashon,Ambient Weather WS-900-IP (Wireless)
2780,KWAVASHO16,Southwest 123rd Place,Vashon,Netatmo
2781,KWAVASHO30,Monument Rd &amp; Quartermaster Dr,Vashon,Davis Vantage Pro2 (Wireless)
2782,KWAVASHO20,Burton Penisula,Vashon,AcuRite Pro Weather Center
2783,KWAVASHO29,Stouts on Cove Rd,Vashon,Ambient Weather WS-1001-WiFi (Wireless)
2784,KWAVERAD3,Veradale,Veradale,AcuRite Pro Weather Center
2785,KWASPOKA29,Broadway Ave,Veradale,WMR968
2786,KWAVERAD2,Veradale,Veradale,Netatmo
2787,KWAVERAD4,Belle Terre,Veradale,AcuRite Pro Weather Center
2788,KWAWAITS5,M James MW,Waitsburg,Davis Vantage Pro2 Plus (Wireless)
2789,KWAWAITS3,Archer Aviation @ Shea Road,Waitsburg,Oregon Scientific
2790,KWAWAITS7,Forks of the Coppei,Waitsburg,Davis Vantage Pro2 (Wireless)
2791,KWAWAITS6,Seaman RD.,Waitsburg,Davis Vantage Pro2 (Wireless)
2792,KWAWALLA17,Triple Creek,Walla Walla,Oregon Scientific WMR200
2793,KWAWALLA25,848 Airport Rd.,Walla Walla,Columbia Weather Systems - Orion LX
2794,KWAWALLA34,"Lowden, Wa",Walla Walla,Davis Vantage Vue� (Wireless))
2795,KWAWALLA29,Kaelan's Taumarson Accuweather,WALLA WALLA,La Crosse 2813
2796,KWAWALLA15,South Walla Walla,Walla Walla,Davis
2797,KWAWALLA9,"Pikes Peak Mountain, OR",Walla Walla,One Wire Weather
2798,KWAWALLA42,Table Rock,Walla Walla,Ambient Weather WS-1200-IP (Wireless)
2799,KWAWALLA38,Russet Rd - Blalock Pond,Walla Walla,other
2800,KWAWALLA60,"Talariah Stables, near College Place, WA",Walla Walla,AcuRite Pro Weather Center
2801,KWAWALLA59,Walla Walla,Walla Walla,AcuRite Pro Weather Center
2802,KWAWALLA58,Walla Walla High School Area,Walla Walla,AcuRite Pro Weather Center
2803,KWAWALLA32,Les Collines Vineyard,Walla Walla,Rainwise MK-III
2804,KWAWALLA39,Walla Walla-12th St,Walla Walla,
2805,KWAWALLA41,Iris Lane,Walla Walla,Netatmo
2806,KWAWALLA44,Cottonwood @ Caldwell Creek,Walla Walla,Netatmo
2807,KWAWALLA55,Walla Walla,Walla Walla,Netatmo
2808,KWAWALLA67,Walla Walla,Walla Walla,Netatmo
2809,KWAWALLA65,Village Way,Walla Walla,AcuRite Pro Weather Center
2810,KWAWALLA54,Kent Home Place,Walla Walla,Ambient Weather WS-1001-WiFi (Wireless)
2811,KWAWALLA47,Spring Terrace,Walla Walla,AcuRite Pro Weather Center
2812,KWAWALLA23,,Walla Walla,Davis Vantage 2
2813,KWAWALLA46,Walla Walla Plaza Way @ Cottonwood Crk,Walla Walla,Ambient Weather WS-1001-WiFi (Wireless)
2814,KWAWALLA57,Stone Creek,Walla Walla,AcuRite Pro Weather Center
2815,KWAWALLA36,Southside of Walla Walla,Walla Walla,Davis Vantage Vue (Wireless)
2816,KWAWALLA53,aMaurice Cellars,Walla Walla,Ambient Weather WS-1001-WiFi (Wireless)
2817,KWAWALLA30,Whitman,Walla Walla,Davis Vantage Pro2
2818,KWAWALLA62,Wilbur/Jackson,Walla Walla,other
2819,KWAWALLA66,Beaconweather,Walla Walla East,LaCrosse
2820,KWAWALLI2,Seattle,Wallingford,Netatmo
2821,KWAWALLU2,Wallula Gap,Wallula,other
2822,KWAWAPAT2,Sunnyslope Ranch,Wapato,other
2823,KWAWARDE4,Blue Sun Farms,Warden,AcuRite Pro Weather Center
2824,KWAWARDE3,Warden5,Warden,Davis Vantage Pro2 (Wireless)
2825,KWAWASHI7,Center Island,Washington,Davis Vantage Vue (Wireless)
2826,KWAWASHI11,Mt Dallas West,Washington,Ambient Weather WS-1001-WiFi (Wireless)
2827,KWAWASHI5,West Goldendale,Washington,Ambient Weather WS-1000 (Wireless)
2828,KWAWASHI8,Blakely island 49,Washington,Davis Vantage Pro2 (Cabled)
2829,KWAWASHI9,curtis,Washington,Davis Vantage Pro2 (Wireless)
2830,KWAWASHI13,Mason Lake,Washington,AcuRite Pro Weather Center
2831,KWAWASHI19,Locust Beachside (at beach launch),Washington,Davis Vantage Pro2 (Wireless)
2832,KWAWASHI16,MazamaShack,Washington,Ambient Weather WS-1001-WiFi (Wireless)
2833,KWAWASHI4,Port Hadlock - Oak Hills,Washington,Davis Vantage Pro2 Plus (Wireless)
2834,KWAWASHI20,"Salmon Bay, Ballard",Washington,Texas Instruments WPS
2835,KWAWASHI18,Remington Hills,Washington,AcuRite Pro Weather Center
2836,KWAWASHI23,Friday Harbor,Washington,Ambient Weather WS-1001-WiFi (Wireless)
2837,KWAWASHI12,Richardson,Washington,Davis Vantage Vue (Wireless)
2838,KWAWASHI17,Veradale,Washington,Ambient Weather WS-1001-WiFi (Wireless)
2839,KWAWASHO886,Coda Ridge,Washougal,AcuRite Pro Weather Center
2840,KWAWASHO38,Mt Norway Meadows,Washougal,AcuRite Pro Weather Center
2841,KWAWASHO8,Western Columbia River Gorge,Washougal,Davis Weather Monitor II
2842,KWAWASHO42,North Fork Washougal River,Washougal,Ambient Weather WS-1400-IP (Wireless)
2843,KWAWASHO14,Washougal 49th and U,Washougal,La Crosse WS-2812
2844,KWAWASHO30,Sunset View Rd,Washougal,AcuRite Pro Weather Center
2845,KWAWASHO47,Bear Prairie,Washougal,AcuRite Pro Weather Center
2846,KWAWASHO49,MT Norway,Washougal,Ambient Weather WS-1000 (Wireless)
2847,KWAWASHO889,Exterior Wood Inc,Washougal,other
2848,KWAWASHO23,bear prairie,Washougal,AcuRite Pro Weather Center
2849,KWAWASHO16,Arbor View,Washougal,Davis Vantage Vue
2850,KWAWASHO33,Rooster Rock Light 66,Washougal,Weatherflow
2851,KWAWASHO44,West Dogwood Street,Washougal,Netatmo
2852,KWAWASHO18,V St and 7th St,Washougal,
2853,KWAWASHO875,Belle Center,Washougal,Ambient Weather WS-1001-WiFi (Wireless)
2854,KWAWASHO877,Rolling Meadows,Washougal,Davis Vantage Vue (Wireless)
2855,KWAWASHO890,Hughes-Borin,Washougal,AcuRite Pro Weather Center
2856,KWAWASHO884,Malfait Tracts,Washougal,AcuRite Pro Weather Center
2857,KWAWASHO43,Bear Prairie,Washougal,AcuRite Pro Weather Center
2858,KWAWASHO882,Cape Horn Trail Head,Washougal,AcuRite Pro Weather Center
2859,KWAWASHO15,Bear Prairie,Washougal,Davis Vantage Pro2 (Wireless)
2860,KWAWASHO891,Campen Creek,Washougal,AcuRite Pro Weather Center
2861,KWAWASHO880,Colorado Ridge,Washougal,AcuRite Pro Weather Center
2862,KWAWASHT3,Baumann Farm Inc Airport,Washtucna,AcuRite Pro Weather Center
2863,KWAWATER6,"Waterville, WA",Waterville,Ambient Weather WS-1400-IP (Wireless)
2864,KWAWATER9,northwest Waterville,Waterville,AcuRite Pro Weather Center
2865,KWAWATER8,Waterville Airport,Waterville,WeatherHawk 916
2866,KWAWATER7,Deer Creek,Waterville,other
2867,KWAWELLP2,Wellpinit-Spokane Tribe,Wellpinit,
2868,KWAWENAT11,Pitcher Canyon,Wenatchee,Davis Vantage Pro2 Plus (Wireless)
2869,KWAWENAT14,South Wenatchee,Wenatchee,other
2870,KWAWENAT31,Kentucky,Wenatchee,AcuRite Pro Weather Center
2871,KWAWENAT26,Wenatchee,Wenatchee,AcuRite Pro Weather Center
2872,KWAWENAT43,Brandi Lane,Wenatchee,AcuRite Pro Weather Center
2873,KWAWENAT22,Wenatchee-Sunnyslope,Wenatchee,AcuRite Pro Weather Center
2874,KWAWENAT13,Wenatchee-Fifth St,Wenatchee,
2875,KWAWENAT15,Pitcher Canyon Road,Wenatchee,Netatmo
2876,KWAWENAT6,3rd and Elliott,Wenatchee,other
2877,KWAWENAT42,8th SE and Nevada,Wenatchee,AcuRite Pro Weather Center
2878,KWAWENAT24,Lower Sunnyslope,Wenatchee,AcuRite Pro Weather Center
2879,KWAWENAT37,Olympic Dr.,Wenatchee,AcuRite Pro Weather Center
2880,KWAWENAT7,Western Heights,Wenatchee,Davis Vantage Pro 2
2881,KWAWENAT27,Wilson St.South,Wenatchee,Ambient Weather WS-1200-IP (Wireless)
2882,KWAWESTR10,Grosscup and 59th,West Richland,Ambient Weather WS-1400-IP (Wireless)
2883,KWAWESTR21,brotherhood,West Richland,other
2884,KWAWESTR18,Orchard Street,West Richland,AcuRite Pro Weather Center
2885,KWAWESTR26,Bombing Range Park,West Richland,AcuRite Pro Weather Center
2886,KWAWESTR4,Peony,West Richland,LaCrosse
2887,KWAWESTR29,WH8,West Richland,AcuRite Pro Weather Center
2888,KWAWESTR24,West Richland,West Richland,AcuRite Pro Weather Center
2889,KWAWESTR22,Tamarack,West Richland,other
2890,KWAWESTR25,The Sand Box,West Richland,Davis Vantage Pro2 Plus (Wireless)
2891,KWAWESTP1,Rainbows End,Westport,Davis Vantage Pro2
2892,KWAWESTP7,2 blocks off the beach,Westport,Ambient Weather WS-1001-WiFi (Wireless)
2893,KWAWESTP5,Westport Toy Box,Westport,Davis Vantage Pro2 (Wireless)
2894,KWAWHITE27,Snowden,White Salmon,AcuRite Pro Weather Center
2895,KWAWHITE10,White Salmon,White Salmon,Ambient Weather WS-1001-WiFi (Wireless)
2896,KWAWHITE15,Bean Haven,White Salmon,Davis Vantage Vue (Wireless)
2897,KWAWHITE26,Law's Corner,White Salmon,AcuRite Pro Weather Center
2898,KWAWHITE13,Pucker Huddle Heights,White Salmon,Ambient Weather WS-1000 (Wireless)
2899,KWAWHITE20,Snowden,White Salmon,AcuRite Pro Weather Center
2900,KWAWHITE21,BZ Corner,White Salmon,Ambient Weather WS-1001-WiFi (Wireless)
2901,KWAWHITE23,Echo Glen Road,White Salmon,AcuRite Pro Weather Center
2902,KWAWHITE25,Tunnel Road,White Salmon,AcuRite Pro Weather Center
2903,KWAWHITE14,White Swan-Yakama Tribe,White Swan,
2904,KWAWHITT2,Seattle,Whittier Heights,Netatmo
2905,KWAWILBU6,Wilbur,Wilbur,AcuRite Pro Weather Center
2906,KWAWILBU5,Shangrila,Wilbur,AcuRite Pro Weather Center
2907,KWAWILKE2,Spiketon,Wilkeson,AcuRite Pro Weather Center
2908,KWAWILSO2,Wilson Creek,Wilson Creek,Ambient Weather WS-1001-WiFi (Wireless)
2909,KWAWINLO5,Jones Rd. Winlock Weather,Winlock,AcuRite Pro Weather Center
2910,KWAWINLO8,Cougar Flat,Winlock,Ambient Weather WS-1001-WiFi (Wireless)
2911,KWAWINTH24,West Chewuch,Winthrop,Ambient Weather WS-1001-WiFi (Wireless)
2912,KWAWINTH7,Twin Lakes,Winthrop,Davis Vantage Vue (Wireless)
2913,KWAWINTH14,Lower Studhorse,Winthrop,Ambient Weather WS-1000 (Wireless)
2914,KWAWINTH28,At Last,Winthrop,Davis Vantage Pro2 Plus (Wireless)
2915,KWAWINTH21,Upper Highland Meadow Ambient,Winthrop,Ambient Weather WS-1400-IP (Wireless)
2916,KWAWINTH1,Mazama Junction,Winthrop,Davis Vantage Pro
2917,KWAWINTH32,Homestead-Bitterbrush,Winthrop,Ambient Weather WS-900-IP (Wireless)
2918,KWAWINTH5,Edelweiss - Homestead-Cassal,Winthrop,Davis Vantage Vue
2919,KWAWINTH20,Wolf Creek Rd,Winthrop,Davis Vantage Vue (Wireless)
2920,KWAWINTH38,Twin Lakes RD.,Winthrop,AcuRite Pro Weather Center
2921,KWAWINTH35,Methow Valley Wildlife Area,Winthrop,Davis Vantage Pro2 (Wireless)
2922,KWAWINTH29,Edelweiss,Winthrop,AcuRite Pro Weather Center
2923,KWAWINTH33,wFarm,Winthrop,Ambient Weather WS-1400-IP (Wireless)
2924,KWAWINTH16,Winthrop-Chewuch Rd,Winthrop,
2925,KWAWINTH30,Winthrop,Winthrop,Netatmo
2926,KWAWINTH34,Winthrop,Winthrop,Netatmo
2927,KWAWINTH11,Stone Meadow,Winthrop,other
2928,KWAWINTH36,Wolf Creek,Winthrop,AcuRite Pro Weather Center
2929,KWAWINTH10,East Chewack - MV Estates,Winthrop,Davis VantagePro
2930,KWAWINTH13,Methow Valley-Twin Lakes,Winthrop,Davis Vantage Pro2 (Wireless)
2931,KWAWINTH8,Peasant Pharms,Winthrop,Davis Vantage Pro2 (Wireless)
2932,KWAWINTH37,Edelweiss - Drake Dr,Winthrop,Ambient Weather WS-1001-WiFi (Wireless)
2933,KWAWINTH17,Edelweiss - Bluff,Winthrop,Davis Vantage Vue (Wireless)
2934,KWAWOODI119,Wood-Duvall Road,Woodinville,Bloomsky
2935,KWAWOODI57,Wellington,Woodinville,AcuRite Pro Weather Center
2936,KWAWOODI118,Reintree,Woodinville,AcuRite Pro Weather Center
2937,KWAWOODI49,Aspenwood,Woodinville,Vantage Vue
2938,KWAWOODI55,Saybrook,Woodinville,other
2939,KWAWOODI35,Rakwanna,Woodinville,Davis Vantage Pro 2
2940,KWAWOODI62,Cottage Lake Beach Club,Woodinville,other
2941,KWAWOODI103,The Farm,Woodinville,other
2942,KWAWOODI114,Bear Creek,Woodinville,AcuRite Pro Weather Center
2943,KWAWOODI80,Cascade Park,Woodinville,Davis Vantage Pro2 (Wireless)
2944,KWAWOODI110,Rakwana,Woodinville,Ambient Weather WS-1400-IP (Wireless)
2945,KWAWOODI45,Ring Hill,Woodinville,Davis Vantage Pro2 (Wireless)
2946,KWAWOODI37,White Oaks,Woodinville,AcuRite Pro Weather Center
2947,KWAWOODI113,Canterwood,Woodinville,Ambient Weather WS-1001-WiFi (Wireless)
2948,KWAWOODI115,Reinwood 1,Woodinville,AcuRite Pro Weather Center
2949,KWAWOODI25,South Cottage Lake,Woodinville,Davis Vantage Pro2
2950,KWAWOODI95,212th Ave,Woodinville,Ambient Weather WS-1001-WiFi (Wireless)
2951,KWAWOODI87,English Hill,Woodinville,AcuRite Pro Weather Center
2952,KWAWOODI109,Lake of the Woods (NE 143rd PL),Woodinville,AcuRite Pro Weather Center
2953,KWAWOODI100,Woodinville,Woodinville,Netatmo
2954,KWAWOODI108,Woodinville,Woodinville,Netatmo
2955,KWAWOODI124,Woodinville,Woodinville,Netatmo
2956,KWAWOODI59,52nd Avenue Southeast,Woodinville,Netatmo
2957,KWAWOODI61,196th Avenue Northeast,Woodinville,Netatmo
2958,KWAWOODI63,192nd Avenue Northeast,Woodinville,Netatmo
2959,KWAWOODI64,207th Street Southeast,Woodinville,Netatmo
2960,KWAWOODI66,157th Avenue Northeast,Woodinville,Netatmo
2961,KWAWOODI67,Northeast 170th Place,Woodinville,Netatmo
2962,KWAWOODI76,107th Drive Southeast,Woodinville,Netatmo
2963,KWAWOODI83,Northeast 127th Street,Woodinville,Netatmo
2964,KWAWOODI90,Northeast 165th Street,Woodinville,Netatmo
2965,KWAWOODI96,222nd Avenue Northeast,Woodinville,Netatmo
2966,KWAWOODI71,Cottage Lake Bridle Trails,Woodinville,AcuRite Pro Weather Center
2967,KWAWOODI68,Paradise Lake,Woodinville,Ambient Weather WS-1001-WiFi (Wireless)
2968,KWAWOODI16,Reinwood,Woodinville,Ambient Weather WS-1001-WiFi (Wireless)
2969,KWAWOODI106,Hollywood,Woodinville,Ambient Weather WS-1001-WiFi (Wireless)
2970,KWAWOODI122,"214th Ave NE, Woodinville, WA 98077",Woodinville,AcuRite Pro Weather Center
2971,KWAWOODI111,Bear Creek - JvOs campus,Woodinville,Ambient Weather WS-1200-IP (Wireless)
2972,KWAWOODI82,Chrysalis K7 Campus,Woodinville,Ambient Weather WS-1400-IP (Wireless)
2973,KWAWOODI94,Sutton Place,Woodinville,Ambient Weather WS-1400-IP (Wireless)
2974,KWAWOODI6,Lake Leota,Woodinville,Texas Weather Instruments WRL-32
2975,KWAWOODI51,Equestrian Park,Woodinville,Davis VP2
2976,KWAWOODI86,Wellington Hills Park,Woodinville,AcuRite Pro Weather Center
2977,KWAWOODI79,Cottage Lake,Woodinville,Davis Vantage Pro2 (Wireless)
2978,KWAWOODI13,WH,Woodinville,Davis Vantage Pro2
2979,KWAWOODL10,Woodland,Woodland,Ambient Weather WS-1001-WiFi (Wireless)
2980,KWAWOODL29,Whalen Loop,Woodland,AcuRite Pro Weather Center
2981,KWAWOODL11,Dobler hill,Woodland,AcuRite Pro Weather Center
2982,KWAWOODL4,Etna,Woodland,Davis Pro2
2983,KWAWOODL17,High Ridge,Woodland,Ambient Weather WS-1400-IP (Wireless)
2984,KWAWOODL20,Woodland East-Madrona2,Woodland,AcuRite Pro Weather Center
2985,KWAWOODL15,Dragonwood,Woodland,Davis Vantage Pro2 (Cabled)
2986,KWAWOODL27,Green Mountain Road,Woodland,AcuRite Pro Weather Center
2987,KWAWOODL9,Public Works,Woodland,AcuRite Pro Weather Center
2988,KWAWOODW4,Twin Maples,Woodway,AcuRite Pro Weather Center
2989,KWAYACOL15,Yacolt Mountain,Yacolt,Ambient Weather WS-1400-IP (Wireless)
2990,KWAYACOL20,Yacolt Creek,Yacolt,AcuRite Pro Weather Center
2991,KWAYACOL23,Yacolt,Yacolt,other
2992,KWAYACOL12,Yacolt-Yacolt Rd,Yacolt,
2993,KWAYACOL3,Moulton Falls,Yacolt,Ambient Weather WS-1400-IP (Wireless)
2994,KWAYACOL24,Dole Valley,Yacolt,Ambient Weather WS-1200-IP (Wireless)
2995,KWAYACOL21,"Yacolt, WA",Yacolt,Davis Vantage Pro2 (Wireless)
2996,KWAYACOL19,Kelly Road,Yacolt,AcuRite Pro Weather Center
2997,KWAYACOL4,Lucia Falls,Yacolt,Davis Vantage Pro 2
2998,KWAYAKIM40,West Valley,Yakima,Davis Vantage Pro2 (Cabled)
2999,KWAYAKIM66,Fisk Rd,Yakima,AcuRite Pro Weather Center
3000,KWAYAKIM37,Pamona,Yakima,Davis Vantage Pro2 (Wireless)
3001,KWAYAKIM46,N. Naches Heights. 75ft AGL,Yakima,AcuRite Pro Weather Center
3002,KWAYAKIM69,Terrace Heights,Yakima,AcuRite Pro Weather Center
3003,KWAYAKIM43,Sagebrush Heights,Yakima,Oregon Scientific Professional Weather Center
3004,KWAYAKIM21,CM Holtzinger Fruit Co. LLC,YAKIMA,
3005,KWAYAKIM58,Sagebrush Heights,Yakima,AcuRite Pro Weather Center
3006,KWAYAKIM47,Quail Run,Yakima,Bloomsky
3007,KWAYAKIM1,3 Miles West of Wiley City,Yakima,Davis Vantage Vue (Wireless)
3008,KWAYAKIM25,CWOP-EW4092,Yakima,Davis Vantage Vue (Wireless)
3009,KWAYAKIM31,Pecks Canyon,Yakima,Davis Vantage Pro2 Plus (Wireless)
3010,KWAYAKIM29,Yakima-4th Ave,Yakima,
3011,KWAYAKIM59,Yakima,Yakima,Netatmo
3012,KWAYAKIM38,West Valley,Yakima,Ambient Weather WS-1001-WiFi (Wireless)
3013,KWAYAKIM57,Oliver Estates,Yakima,AcuRite Pro Weather Center
3014,KWAYAKIM9,Englewood Scenic Homesites,Yakima,Davis Vantage Pro 2
3015,KWAYAKIM36,West Valley - Summitview,Yakima,AcuRite Pro Weather Center
3016,KWAYAKIM63,Selah Creek Drive,Yakima,AcuRite Pro Weather Center
3017,KWAYAKIM26,West Valley - Marble,Yakima,Davis Vantage Pro2 (Wireless)
3018,KWAYAKIM10,Vicinity Pecks Canyon Rd,Yakima,Lacrosse Technologies 2316
3019,KWAYAKIM67,Pine Hollow Point,Yakima,AcuRite Pro Weather Center
3020,KWAYARRO2,,Yarrow Point,Davis Vantage VUE
3021,KWAYELM27,Yelm Flying B Airfield,Yelm,Davis Vantage Pro2 (Cabled)
3022,KWAYELM24,Driftwood Valley,Yelm,AcuRite Pro Weather Center
3023,KWAYELM18,Blackacre Farm,Yelm,AcuRite Pro Weather Center
3024,KWAYELM21,Tahoma Meadow,Yelm,Ambient Weather WS-1400-IP (Wireless)
3025,KWAYELM6,Clearwood,Yelm,Davis Vantage Vue (Wireless)
3026,KWALACEY1,Mill Pond Estates,Yelm,Davis Vantage Pro2
3027,KWAYELM16,Yelm-Northern Pacific (SOS),Yelm,
3028,KWAYELM19,123rd Avenue Southeast,Yelm,Netatmo
3029,KWAYELM22,Fennel Road Southeast,Yelm,Netatmo
3030,KWAYELM28,Vail Road Southeast,Yelm,Netatmo
3031,KWAYELM20,Harold Court,Yelm,Ambient Weather WS-1001-WiFi (Wireless)
3032,KWAYELM32,Clark Road,Yelm,other
3033,KWAZILLA5,Zillah,Zillah,Netatmo
3034,IWAKIRKL2,Juanita,Kirkland,AcuRite Pro Weather Center
3035,MABEDN,,Aberdeen,
3036,MNSFW1,SOUTH FORK NOOKSACK RIVER AT POT WA US WADOECO,Acme,
3037,MHUTW1,,Acme,
3038,MPEELL,,Adna,
3039,MALMW1,ALMOTA CREEK AT MOUTH NEAR PULLM WA US WADOECO,Albion,
3040,MARAW1,,Almira,
3041,MBKBW1,,Amanda Park,
