"","id","neighborhood","city","type","Elevation","Latitude","Longitude"
"2767","KWAVANCO291","Salmon Creek Woods","Vancouver","AcuRite Pro Weather Center","249 ft",45.73157883,-122.58699036
"2768","KWAVANCO39","Rabbit Hole in 'The Couv'","Vancouver","Davis Vantage Vue","272 ft",45.65058899,-122.6228714
"2769","KWAVANCO4","Burnt Bridge Creek","Vancouver","Davis Vantage Pro2","254 ft",45.65142059,-122.52309418
"2770","KWAVANCO46","Whipple Creek Place Salmon Creek","Vancouver","Davis Vantage Pro2","186 ft",45.72919464,-122.67497253
"2771","KWAVANCO58","Burnt Bridge Creek","Vancouver","Davis Vantage Pro2","255 ft",45.65368271,-122.53115082
"2772","KWAVANCO63","I205 and St Johns","Vancouver","La Crosse Technology 2316","260 ft",45.69519424,-122.61624146
"2773","KWAVANCO79","Hazel Dell","Vancouver","Davis Vantage Pro 2","260 ft",45.68899918,-122.64600372
"2774","KWAVASHO11","Vashon Loop","Vashon","Oregon Scientific Professional Weather Center","259 ft",47.45516586,-122.4546814
"2775","KWAVASHO12","Vashon Loop Maury Island","Vashon","Davis Vantage Pro2 (Wireless)","72 ft",47.39436722,-122.4265976
"2776","KWAVASHO13","Voice of Vashon","Vashon","Davis Vantage Vue (Wireless)","400 ft",47.41844177,-122.46349335
"2777","KWAVASHO16","Southwest 123rd Place","Vashon","Netatmo","141 ft",47.49464417,-122.46088409
"2778","KWAVASHO20","Burton Penisula","Vashon","AcuRite Pro Weather Center","1 ft",47.39467621,-122.45626831
"2779","KWAVASHO29","Stouts on Cove Rd","Vashon","Ambient Weather WS-1001-WiFi (Wireless)","300 ft",47.45509338,-122.48291016
"2780","KWAVASHO30","Monument Rd &amp; Quartermaster Dr","Vashon","Davis Vantage Pro2 (Wireless)","39 ft",47.40602493,-122.44860077
"2781","KWAVASHO31","Sandy Shores","Vashon","Ambient Weather WS-900-IP (Wireless)","0 ft",47.35875702,-122.44543457
"2782","KWAVASHO32","Vashon Island","Vashon","Davis Vantage Pro2 Plus (Wireless)","350 ft",47.46022415,-122.48963928
"2783","KWAVENER2","Alpine, WA","0.8Mi NNE of Venersborg Store, Venersborg","Davis Vantage Vue","850 ft",45.78527069,-122.41545868
"2784","KWAVERAD2","Veradale","Veradale","Netatmo","2293 ft",47.6124649,-117.20295715
"2785","KWAVERAD3","Veradale","Veradale","AcuRite Pro Weather Center","2018 ft",47.62817383,-117.21007538
"2786","KWAVERAD4","Belle Terre","Veradale","AcuRite Pro Weather Center","2139 ft",47.62034225,-117.21125793
"2787","KWAWAITS3","Archer Aviation @ Shea Road","Waitsburg","Oregon Scientific","1835 ft",46.37216187,-118.20173645
"2788","KWAWAITS5","M James MW","Waitsburg","Davis Vantage Pro2 Plus (Wireless)","1656 ft",46.20933151,-118.17670441
"2789","KWAWAITS6","Seaman RD.","Waitsburg","Davis Vantage Pro2 (Wireless)","2986 ft",46.1099205,-118.06983948
"2790","KWAWAITS7","Forks of the Coppei","Waitsburg","Davis Vantage Pro2 (Wireless)","1677 ft",46.19099426,-118.11004639
"2791","KWAWALLA15","South Walla Walla","Walla Walla","Davis","947 ft",46.04881287,-118.33425903
"2792","KWAWALLA17","Triple Creek","Walla Walla","Oregon Scientific WMR200","945 ft",46.03720093,-118.31909943
"2793","KWAWALLA2","Foothills of the Blue Mountains","Walla Walla","Davis Vantage Pro2 (Wireless)","1375 ft",46.04087067,-118.22155762
"2794","KWAWALLA23","","Walla Walla","Davis Vantage 2","636 ft",46.03163147,-118.45819855
"2795","KWAWALLA25","848 Airport Rd.","Walla Walla","Columbia Weather Systems - Orion LX","1158 ft",46.08295059,-118.27871704
"2796","KWAWALLA29","Kaelan's Taumarson Accuweather","WALLA WALLA","La Crosse 2813","830 ft",46.03546524,-118.36371613
"2797","KWAWALLA30","Whitman","Walla Walla","Davis Vantage Pro2","994 ft",46.07219696,-118.33049011
"2798","KWAWALLA32","Les Collines Vineyard","Walla Walla","Rainwise MK-III","1152 ft",46.00864029,-118.28081512
"2799","KWAWALLA34","Lowden, Wa","Walla Walla","Davis Vantage Vue� (Wireless))","525 ft",46.0402832,-118.53955841
"2800","KWAWALLA36","Southside of Walla Walla","Walla Walla","Davis Vantage Vue (Wireless)","820 ft",46.02272797,-118.35954285
"2801","KWAWALLA38","Russet Rd - Blalock Pond","Walla Walla","other","738 ft",46.0515976,-118.41311646
"2802","KWAWALLA39","Walla Walla-12th St","Walla Walla","","898 ft",46.05879974,-118.35140228
"2803","KWAWALLA41","Iris Lane","Walla Walla","Netatmo","1049 ft",46.08555984,-118.3181076
"2804","KWAWALLA42","Table Rock","Walla Walla","Ambient Weather WS-1200-IP (Wireless)","945 ft",46.03073883,-118.31793976
"2805","KWAWALLA44","Cottonwood @ Caldwell Creek","Walla Walla","Netatmo","935 ft",46.03769302,-118.31990814
"2806","KWAWALLA46","Walla Walla Plaza Way @ Cottonwood Crk","Walla Walla","Ambient Weather WS-1001-WiFi (Wireless)","866 ft",46.02696228,-118.34727478
"2807","KWAWALLA47","Spring Terrace","Walla Walla","AcuRite Pro Weather Center","1001 ft",46.04664993,-118.30271912
"2808","KWAWALLA53","aMaurice Cellars","Walla Walla","Ambient Weather WS-1001-WiFi (Wireless)","1467 ft",46.08731842,-118.20178986
"2809","KWAWALLA54","Kent Home Place","Walla Walla","Ambient Weather WS-1001-WiFi (Wireless)","807 ft",46.1003418,-118.39939117
"2810","KWAWALLA55","Walla Walla","Walla Walla","Netatmo","0 ft",46.0474205,-118.33258057
"2811","KWAWALLA57","Stone Creek","Walla Walla","AcuRite Pro Weather Center","942 ft",46.04293823,-118.34458923
"2812","KWAWALLA58","Walla Walla High School Area","Walla Walla","AcuRite Pro Weather Center","968 ft",46.04406738,-118.31481934
"2813","KWAWALLA59","Walla Walla","Walla Walla","AcuRite Pro Weather Center","791 ft",46.05479431,-118.39928436
"2814","KWAWALLA60","Talariah Stables, near College Place, WA","Walla Walla","AcuRite Pro Weather Center","322 ft",46.0452919,-118.41629028
"2815","KWAWALLA62","Wilbur/Jackson","Walla Walla","other","1047 ft",46.05871201,-118.30474854
"2816","KWAWALLA65","Village Way","Walla Walla","AcuRite Pro Weather Center","889 ft",46.04719162,-118.34882355
"2817","KWAWALLA66","Beaconweather","Walla Walla East","LaCrosse","-10000 ft",46.05369186,-118.31620789
"2818","KWAWALLA67","Walla Walla","Walla Walla","Netatmo","-10000 ft",46.06791687,-118.32714844
"2819","KWAWALLA9","Pikes Peak Mountain, OR","Walla Walla","One Wire Weather","3653 ft",45.98878479,-118.17555237
"2820","KWAWALLI2","Seattle","Wallingford","Netatmo","-10000 ft",47.65883255,-122.32752991
"2821","KWAWALLU2","Wallula Gap","Wallula","other","1599 ft",46.00460052,-118.89247894
"2822","KWAWAPAT2","Sunnyslope Ranch","Wapato","other","1023 ft",46.4836731,-120.35886383
"2823","KWAWARDE3","Warden5","Warden","Davis Vantage Pro2 (Wireless)","1000 ft",47.07056046,-119.05383301
"2824","KWAWARDE4","Blue Sun Farms","Warden","AcuRite Pro Weather Center","1150 ft",47.02387619,-119.04548645
"2825","KWAWASHI11","Mt Dallas West","Washington","Ambient Weather WS-1001-WiFi (Wireless)","584 ft",48.54367828,-123.15427399
"2826","KWAWASHI12","Richardson","Washington","Davis Vantage Vue (Wireless)","36 ft",48.44827652,-122.90263367
"2827","KWAWASHI13","Mason Lake","Washington","AcuRite Pro Weather Center","194 ft",47.32180405,-122.96807861
"2828","KWAWASHI16","MazamaShack","Washington","Ambient Weather WS-1001-WiFi (Wireless)","2175 ft",48.59470367,-120.39676666
"2829","KWAWASHI17","Veradale","Washington","Ambient Weather WS-1001-WiFi (Wireless)","2044 ft",47.62255859,-117.19851685
"2830","KWAWASHI18","Remington Hills","Washington","AcuRite Pro Weather Center","2224 ft",47.6310997,-117.18515778
"2831","KWAWASHI19","Locust Beachside (at beach launch)","Washington","Davis Vantage Pro2 (Wireless)","0 ft",48.77202606,-122.53285217
"2832","KWAWASHI20","Salmon Bay, Ballard","Washington","Texas Instruments WPS","5 ft",47.66638947,-122.38780975
"2833","KWAWASHI23","Friday Harbor","Washington","Ambient Weather WS-1001-WiFi (Wireless)","0 ft",48.5375824,-123.01612854
"2834","KWAWASHI4","Port Hadlock - Oak Hills","Washington","Davis Vantage Pro2 Plus (Wireless)","219 ft",48.01046371,-122.74371338
"2835","KWAWASHI5","West Goldendale","Washington","Ambient Weather WS-1000 (Wireless)","1624 ft",45.814888,-120.90352631
"2836","KWAWASHI7","Center Island","Washington","Davis Vantage Vue (Wireless)","0 ft",48.48648453,-122.82781219
"2837","KWAWASHI8","Blakely island 49","Washington","Davis Vantage Pro2 (Cabled)","-3 ft",48.58349228,-122.82197571
"2838","KWAWASHI9","curtis","Washington","Davis Vantage Pro2 (Wireless)","312 ft",46.55575943,-123.1810379
"2839","KWAWASHO14","Washougal 49th and U","Washougal","La Crosse WS-2812","260 ft",45.59000015,-122.31999969
"2840","KWAWASHO15","Bear Prairie","Washougal","Davis Vantage Pro2 (Wireless)","970 ft",45.63758087,-122.27341461
"2841","KWAWASHO16","Arbor View","Washougal","Davis Vantage Vue","331 ft",45.59358978,-122.32967377
"2842","KWAWASHO18","V St and 7th St","Washougal","","315 ft",45.59344101,-122.36444092
"2843","KWAWASHO23","bear prairie","Washougal","AcuRite Pro Weather Center","905 ft",45.64277267,-122.27740479
"2844","KWAWASHO30","Sunset View Rd","Washougal","AcuRite Pro Weather Center","787 ft",45.59952927,-122.2875061
"2845","KWAWASHO33","Rooster Rock Light 66","Washougal","Weatherflow","13 ft",45.55070877,-122.23600006
"2846","KWAWASHO38","Mt Norway Meadows","Washougal","AcuRite Pro Weather Center","699 ft",45.62091827,-122.31561279
"2847","KWAWASHO42","North Fork Washougal River","Washougal","Ambient Weather WS-1400-IP (Wireless)","482 ft",45.61681366,-122.21938324
"2848","KWAWASHO43","Bear Prairie","Washougal","AcuRite Pro Weather Center","1188 ft",45.64140701,-122.24243164
"2849","KWAWASHO44","West Dogwood Street","Washougal","Netatmo","551 ft",45.59741211,-122.37709808
"2850","KWAWASHO47","Bear Prairie","Washougal","AcuRite Pro Weather Center","986 ft",45.62480164,-122.22967529
"2851","KWAWASHO49","MT Norway","Washougal","Ambient Weather WS-1000 (Wireless)","981 ft",45.61695862,-122.28466034
"2852","KWAWASHO8","Western Columbia River Gorge","Washougal","Davis Weather Monitor II","154 ft",45.58797455,-122.1605835
"2853","KWAWASHO875","Belle Center","Washougal","Ambient Weather WS-1001-WiFi (Wireless)","856 ft",45.59010315,-122.21707153
"2854","KWAWASHO877","Rolling Meadows","Washougal","Davis Vantage Vue (Wireless)","220 ft",45.58953857,-122.3213501
"2855","KWAWASHO880","Colorado Ridge","Washougal","AcuRite Pro Weather Center","330 ft",45.59255981,-122.35150909
"2856","KWAWASHO882","Cape Horn Trail Head","Washougal","AcuRite Pro Weather Center","715 ft",45.59468079,-122.17444611
"2857","KWAWASHO884","Malfait Tracts","Washougal","AcuRite Pro Weather Center","800 ft",45.62363052,-122.22379303
"2858","KWAWASHO886","Coda Ridge","Washougal","AcuRite Pro Weather Center","1000 ft",45.59698486,-122.38163757
"2859","KWAWASHO889","Exterior Wood Inc","Washougal","other","300 ft",45.57201004,-122.34363556
"2860","KWAWASHO890","Hughes-Borin","Washougal","AcuRite Pro Weather Center","372 ft",45.62764359,-122.28107452
"2861","KWAWASHO891","Campen Creek","Washougal","AcuRite Pro Weather Center","846 ft",45.59496689,-122.31817627
"2862","KWAWASHT3","Baumann Farm Inc Airport","Washtucna","AcuRite Pro Weather Center","1594 ft",46.83430481,-118.46277618
"2863","KWAWATER6","Waterville, WA","Waterville","Ambient Weather WS-1400-IP (Wireless)","2618 ft",47.64499283,-120.06806946
"2864","KWAWATER7","Deer Creek","Waterville","other","2457 ft",47.63316345,-120.14031219
"2865","KWAWATER8","Waterville Airport","Waterville","WeatherHawk 916","2639 ft",47.65588379,-120.06221771
"2866","KWAWATER9","northwest Waterville","Waterville","AcuRite Pro Weather Center","2845 ft",47.66851425,-120.09418488
"2867","KWAWAUCO3","Bodie, WA.","Bodie","Davis Vantage Vue","3660 ft",48.87458801,-118.96424866
"2868","KWAWELLP2","Wellpinit-Spokane Tribe","Wellpinit","","2404 ft",47.8852005,-117.98860168
"2869","KWAWENAT11","Pitcher Canyon","Wenatchee","Davis Vantage Pro2 Plus (Wireless)","1440 ft",47.37446976,-120.33345032
"2870","KWAWENAT13","Wenatchee-Fifth St","Wenatchee","","810 ft",47.43061066,-120.34194946
"2871","KWAWENAT14","South Wenatchee","Wenatchee","other","886 ft",47.40379333,-120.31861877
"2872","KWAWENAT15","Pitcher Canyon Road","Wenatchee","Netatmo","1515 ft",47.3728981,-120.33925629
"2873","KWAWENAT22","Wenatchee-Sunnyslope","Wenatchee","AcuRite Pro Weather Center","1455 ft",47.49585724,-120.35125732
"2874","KWAWENAT24","Lower Sunnyslope","Wenatchee","AcuRite Pro Weather Center","748 ft",47.47439194,-120.36784363
"2875","KWAWENAT26","Wenatchee","Wenatchee","AcuRite Pro Weather Center","817 ft",47.42074203,-120.33263397
"2876","KWAWENAT27","Wilson St.South","Wenatchee","Ambient Weather WS-1200-IP (Wireless)","817 ft",47.4176178,-120.32766724
"2877","KWAWENAT31","Kentucky","Wenatchee","AcuRite Pro Weather Center","948 ft",47.40634537,-120.25867462
"2878","KWAWENAT34","Sanford Shores","East Wenatchee","other","739 ft",47.58235168,-120.2361145
"2879","KWAWENAT37","Olympic Dr.","Wenatchee","AcuRite Pro Weather Center","1262 ft",47.42150497,-120.23604584
"2880","KWAWENAT42","8th SE and Nevada","Wenatchee","AcuRite Pro Weather Center","1020 ft",47.39171219,-120.2441864
"2881","KWAWENAT43","Brandi Lane","Wenatchee","AcuRite Pro Weather Center","875 ft",47.42204666,-120.34209442
"2882","KWAWENAT6","3rd and Elliott","Wenatchee","other","787 ft",47.42781448,-120.33610535
"2883","KWAWENAT7","Western Heights","Wenatchee","Davis Vantage Pro 2","804 ft",47.44850922,-120.34923553
"2884","KWAWESTP1","Rainbows End","Westport","Davis Vantage Pro2","30 ft",46.87649918,-124.12106323
"2885","KWAWESTP5","Westport Toy Box","Westport","Davis Vantage Pro2 (Wireless)","37 ft",46.87173462,-124.11776733
"2886","KWAWESTP7","2 blocks off the beach","Westport","Ambient Weather WS-1001-WiFi (Wireless)","46 ft",46.88277054,-124.11588287
"2887","KWAWESTR10","Grosscup and 59th","West Richland","Ambient Weather WS-1400-IP (Wireless)","424 ft",46.31044769,-119.36268616
"2888","KWAWESTR18","Orchard Street","West Richland","AcuRite Pro Weather Center","495 ft",46.28611755,-119.33597565
"2889","KWAWESTR21","brotherhood","West Richland","other","423 ft",46.31160736,-119.36528015
"2890","KWAWESTR22","Tamarack","West Richland","other","594 ft",46.2817688,-119.34616089
"2891","KWAWESTR24","West Richland","West Richland","AcuRite Pro Weather Center","643 ft",46.28907013,-119.36947632
"2892","KWAWESTR25","The Sand Box","West Richland","Davis Vantage Pro2 Plus (Wireless)","450 ft",46.31479263,-119.37101746
"2893","KWAWESTR26","Bombing Range Park","West Richland","AcuRite Pro Weather Center","580 ft",46.27193832,-119.34346008
"2894","KWAWESTR29","WH8","West Richland","AcuRite Pro Weather Center","155 ft",46.28034592,-119.32971954
"2895","KWAWESTR4","Peony","West Richland","LaCrosse","594 ft",46.27334976,-119.35199738
"2896","KWAWHITE10","White Salmon","White Salmon","Ambient Weather WS-1001-WiFi (Wireless)","466 ft",45.7243576,-121.48026276
"2897","KWAWHITE13","Pucker Huddle Heights","White Salmon","Ambient Weather WS-1000 (Wireless)","666 ft",45.73603058,-121.50892639
"2898","KWAWHITE14","White Swan-Yakama Tribe","White Swan","","977 ft",46.37543106,-120.72931671
"2899","KWAWHITE15","Bean Haven","White Salmon","Davis Vantage Vue (Wireless)","2300 ft",45.82553101,-121.37162018
"2900","KWAWHITE20","Snowden","White Salmon","AcuRite Pro Weather Center","1758 ft",45.76066589,-121.45960999
"2901","KWAWHITE21","BZ Corner","White Salmon","Ambient Weather WS-1001-WiFi (Wireless)","719 ft",45.84977722,-121.50950623
"2902","KWAWHITE23","Echo Glen Road","White Salmon","AcuRite Pro Weather Center","1424 ft",45.77170563,-121.47281647
"2903","KWAWHITE25","Tunnel Road","White Salmon","AcuRite Pro Weather Center","2200 ft",45.7452507,-121.44813538
"2904","KWAWHITE26","Law's Corner","White Salmon","AcuRite Pro Weather Center","1970 ft",45.75350571,-121.42073059
"2905","KWAWHITE27","Snowden","White Salmon","AcuRite Pro Weather Center","1948 ft",45.75172424,-121.41900635
"2906","KWAWHITT2","Seattle","Whittier Heights","Netatmo","-10000 ft",47.68327332,-122.36750793
"2907","KWAWILBU5","Shangrila","Wilbur","AcuRite Pro Weather Center","1335 ft",47.92467117,-118.68997955
"2908","KWAWILBU6","Wilbur","Wilbur","AcuRite Pro Weather Center","2180 ft",47.74551773,-118.74738312
"2909","KWAWILKE2","Spiketon","Wilkeson","AcuRite Pro Weather Center",NA,NA,NA
"2910","KWAWILSO2","Wilson Creek","Wilson Creek","Ambient Weather WS-1001-WiFi (Wireless)","1276 ft",47.42264557,-119.12126923
"2911","KWAWINLO5","Jones Rd. Winlock Weather","Winlock","AcuRite Pro Weather Center","436 ft",46.48936462,-122.95827484
"2912","KWAWINLO8","Cougar Flat","Winlock","Ambient Weather WS-1001-WiFi (Wireless)","364 ft",46.41431427,-122.97722626
"2913","KWAWINTH1","Mazama Junction","Winthrop","Davis Vantage Pro","2100 ft",48.58259964,-120.40065765
"2914","KWAWINTH10","East Chewack - MV Estates","Winthrop","Davis VantagePro","2050 ft",48.52597427,-120.17385864
"2915","KWAWINTH11","Stone Meadow","Winthrop","other","1883 ft",48.4892807,-120.24688721
"2916","KWAWINTH13","Methow Valley-Twin Lakes","Winthrop","Davis Vantage Pro2 (Wireless)","1900 ft",48.45579529,-120.18261719
"2917","KWAWINTH14","Lower Studhorse","Winthrop","Ambient Weather WS-1000 (Wireless)","2103 ft",48.48496628,-120.17435455
"2918","KWAWINTH16","Winthrop-Chewuch Rd","Winthrop","","1768 ft",48.47719955,-120.19059753
"2919","KWAWINTH17","Edelweiss - Bluff","Winthrop","Davis Vantage Vue (Wireless)","2129 ft",48.55825043,-120.3401413
"2920","KWAWINTH20","Wolf Creek Rd","Winthrop","Davis Vantage Vue (Wireless)","1781 ft",48.47836304,-120.21315002
"2921","KWAWINTH21","Upper Highland Meadow Ambient","Winthrop","Ambient Weather WS-1400-IP (Wireless)","2520 ft",48.55920029,-120.3309021
"2922","KWAWINTH24","West Chewuch","Winthrop","Ambient Weather WS-1001-WiFi (Wireless)","2110 ft",48.55233383,-120.19037628
"2923","KWAWINTH28","At Last","Winthrop","Davis Vantage Pro2 Plus (Wireless)","1995 ft",48.55223083,-120.342659
"2924","KWAWINTH29","Edelweiss","Winthrop","AcuRite Pro Weather Center","2621 ft",48.56505966,-120.33573914
"2925","KWAWINTH30","Winthrop","Winthrop","Netatmo","0 ft",48.48925781,-120.24262238
"2926","KWAWINTH32","Homestead-Bitterbrush","Winthrop","Ambient Weather WS-900-IP (Wireless)","2335 ft",48.55574417,-120.33451843
"2927","KWAWINTH33","wFarm","Winthrop","Ambient Weather WS-1400-IP (Wireless)","2011 ft",48.55663681,-120.35903168
"2928","KWAWINTH34","Winthrop","Winthrop","Netatmo","0 ft",48.54234314,-120.33190155
"2929","KWAWINTH35","Methow Valley Wildlife Area","Winthrop","Davis Vantage Pro2 (Wireless)","2408 ft",48.48018265,-120.12176514
"2930","KWAWINTH36","Wolf Creek","Winthrop","AcuRite Pro Weather Center","1820 ft",48.49595642,-120.2438736
"2931","KWAWINTH37","Edelweiss - Drake Dr","Winthrop","Ambient Weather WS-1001-WiFi (Wireless)","2300 ft",48.5594635,-120.33647156
"2932","KWAWINTH38","Twin Lakes RD.","Winthrop","AcuRite Pro Weather Center",NA,NA,NA
"2933","KWAWINTH5","Edelweiss - Homestead-Cassal","Winthrop","Davis Vantage Vue","2376 ft",48.55500412,-120.33158112
"2934","KWAWINTH7","Twin Lakes","Winthrop","Davis Vantage Vue (Wireless)","1867 ft",48.43513489,-120.18296814
"2935","KWAWINTH8","Peasant Pharms","Winthrop","Davis Vantage Pro2 (Wireless)","1850 ft",48.49661255,-120.26271057
"2936","KWAWOODI100","Woodinville","Woodinville","Netatmo","0 ft",47.73353958,-122.10163116
"2937","KWAWOODI103","The Farm","Woodinville","other","230 ft",47.72987366,-122.12747192
"2938","KWAWOODI106","Hollywood","Woodinville","Ambient Weather WS-1001-WiFi (Wireless)","305 ft",47.72182846,-122.12021637
"2939","KWAWOODI108","Woodinville","Woodinville","Netatmo","0 ft",47.73802185,-122.04317474
"2940","KWAWOODI109","Lake of the Woods (NE 143rd PL)","Woodinville","AcuRite Pro Weather Center","452 ft",47.73093033,-122.0519104
"2941","KWAWOODI110","Rakwana","Woodinville","Ambient Weather WS-1400-IP (Wireless)","500 ft",47.75832367,-122.01516724
"2942","KWAWOODI111","Bear Creek - JvOs campus","Woodinville","Ambient Weather WS-1200-IP (Wireless)","201 ft",47.73848724,-122.07743073
"2943","KWAWOODI113","Canterwood","Woodinville","Ambient Weather WS-1001-WiFi (Wireless)","500 ft",47.7491951,-122.11754608
"2944","KWAWOODI114","Bear Creek","Woodinville","AcuRite Pro Weather Center","208 ft",47.71926498,-122.0632019
"2945","KWAWOODI115","Reinwood 1","Woodinville","AcuRite Pro Weather Center","180 ft",47.75466919,-122.14656067
"2946","KWAWOODI118","Reintree","Woodinville","AcuRite Pro Weather Center","400 ft",47.76994705,-122.08475494
"2947","KWAWOODI119","Wood-Duvall Road","Woodinville","Bloomsky","500 ft",47.76015091,-122.03978729
"2948","KWAWOODI122","214th Ave NE, Woodinville, WA 98077","Woodinville","AcuRite Pro Weather Center","410 ft",47.75564575,-122.05001831
"2949","KWAWOODI124","Woodinville","Woodinville","Netatmo","-10000 ft",47.73096085,-122.03385925
"2950","KWAWOODI13","WH","Woodinville","Davis Vantage Pro2","400 ft",47.80390167,-122.19448853
"2951","KWAWOODI16","Reinwood","Woodinville","Ambient Weather WS-1001-WiFi (Wireless)","160 ft",47.75434875,-122.14717865
"2952","KWAWOODI25","South Cottage Lake","Woodinville","Davis Vantage Pro2","261 ft",47.73155975,-122.08795166
"2953","KWAWOODI35","Rakwanna","Woodinville","Davis Vantage Pro 2","577 ft",47.77008057,-122.01338959
"2954","KWAWOODI37","White Oaks","Woodinville","AcuRite Pro Weather Center","469 ft",47.77434921,-122.0993576
"2955","KWAWOODI45","Ring Hill","Woodinville","Davis Vantage Pro2 (Wireless)","400 ft",47.74262619,-122.05298615
"2956","KWAWOODI49","Aspenwood","Woodinville","Vantage Vue","450 ft",47.76523972,-122.04425812
"2957","KWAWOODI51","Equestrian Park","Woodinville","Davis VP2","580 ft",47.72999954,-122.02999878
"2958","KWAWOODI55","Saybrook","Woodinville","other","550 ft",47.75089645,-122.0439682
"2959","KWAWOODI57","Wellington","Woodinville","AcuRite Pro Weather Center","456 ft",47.77099991,-122.12705994
"2960","KWAWOODI59","52nd Avenue Southeast","Woodinville","Netatmo",NA,NA,NA
"2961","KWAWOODI6","Lake Leota","Woodinville","Texas Weather Instruments WRL-32","500 ft",47.75772095,-122.12686157
"2962","KWAWOODI61","196th Avenue Northeast","Woodinville","Netatmo","544 ft",47.76675034,-122.07730865
"2963","KWAWOODI62","Cottage Lake Beach Club","Woodinville","other","276 ft",47.74897003,-122.08679962
"2964","KWAWOODI63","192nd Avenue Northeast","Woodinville","Netatmo","416 ft",47.76631927,-122.08132172
"2965","KWAWOODI64","207th Street Southeast","Woodinville","Netatmo","501 ft",47.80978012,-122.1259079
"2966","KWAWOODI66","157th Avenue Northeast","Woodinville","Netatmo","360 ft",47.73085403,-122.12985992
"2967","KWAWOODI67","Northeast 170th Place","Woodinville","Netatmo","524 ft",47.75098801,-122.11875153
"2968","KWAWOODI68","Paradise Lake","Woodinville","Ambient Weather WS-1001-WiFi (Wireless)","328 ft",47.77002335,-122.06629181
"2969","KWAWOODI71","Cottage Lake Bridle Trails","Woodinville","AcuRite Pro Weather Center","344 ft",47.76273727,-122.09570312
"2970","KWAWOODI76","107th Drive Southeast","Woodinville","Netatmo","423 ft",47.77686691,-122.08724213
"2971","KWAWOODI79","Cottage Lake","Woodinville","Davis Vantage Pro2 (Wireless)","338 ft",47.74573898,-122.09984589
"2972","KWAWOODI80","Cascade Park","Woodinville","Davis Vantage Pro2 (Wireless)","407 ft",47.72447205,-122.09209442
"2973","KWAWOODI82","Chrysalis K7 Campus","Woodinville","Ambient Weather WS-1400-IP (Wireless)","59 ft",47.75096893,-122.15386963
"2974","KWAWOODI83","Northeast 127th Street","Woodinville","Netatmo","623 ft",47.71173477,-122.02158356
"2975","KWAWOODI86","Wellington Hills Park","Woodinville","AcuRite Pro Weather Center","380 ft",47.78283691,-122.13680267
"2976","KWAWOODI87","English Hill","Woodinville","AcuRite Pro Weather Center",NA,NA,NA
"2977","KWAWOODI90","Northeast 165th Street","Woodinville","Netatmo","311 ft",47.74776459,-122.07151031
"2978","KWAWOODI94","Sutton Place","Woodinville","Ambient Weather WS-1400-IP (Wireless)","440 ft",47.78351593,-122.12474823
"2979","KWAWOODI95","212th Ave","Woodinville","Ambient Weather WS-1001-WiFi (Wireless)","331 ft",47.74110031,-122.05458069
"2980","KWAWOODI96","222nd Avenue Northeast","Woodinville","Netatmo","459 ft",47.76812363,-122.04318237
"2981","KWAWOODL10","Woodland","Woodland","Ambient Weather WS-1001-WiFi (Wireless)","25 ft",45.92910385,-122.70989227
"2982","KWAWOODL11","Dobler hill","Woodland","AcuRite Pro Weather Center","427 ft",45.92613602,-122.61360168
"2983","KWAWOODL15","Dragonwood","Woodland","Davis Vantage Pro2 (Cabled)","269 ft",45.93399429,-122.627388
"2984","KWAWOODL17","High Ridge","Woodland","Ambient Weather WS-1400-IP (Wireless)","846 ft",45.94753647,-122.73587799
"2985","KWAWOODL20","Woodland East-Madrona2","Woodland","AcuRite Pro Weather Center","39 ft",45.9247551,-122.7292099
"2986","KWAWOODL27","Green Mountain Road","Woodland","AcuRite Pro Weather Center","665 ft",45.94721985,-122.75289154
"2987","KWAWOODL29","Whalen Loop","Woodland","AcuRite Pro Weather Center","28 ft",45.89086533,-122.74816132
"2988","KWAWOODL4","Etna","Woodland","Davis Pro2","300 ft",45.93898392,-122.58228302
"2989","KWAWOODL9","Public Works","Woodland","AcuRite Pro Weather Center","33 ft",45.91787338,-122.7453537
"2990","KWAWOODW4","Twin Maples","Woodway","AcuRite Pro Weather Center",NA,NA,NA
"2991","KWAYACOL12","Yacolt-Yacolt Rd","Yacolt","","718 ft",45.86389923,-122.41088867
"2992","KWAYACOL15","Yacolt Mountain","Yacolt","Ambient Weather WS-1400-IP (Wireless)","1010 ft",45.85832596,-122.43778229
"2993","KWAYACOL19","Kelly Road","Yacolt","AcuRite Pro Weather Center","653 ft",45.84298325,-122.49880981
"2994","KWAYACOL20","Yacolt Creek","Yacolt","AcuRite Pro Weather Center","705 ft",45.86565781,-122.41429138
"2995","KWAYACOL21","Yacolt, WA","Yacolt","Davis Vantage Pro2 (Wireless)","695 ft",45.86156464,-122.40143585
"2996","KWAYACOL23","Yacolt","Yacolt","other","629 ft",45.89247894,-122.43228149
"2997","KWAYACOL24","Dole Valley","Yacolt","Ambient Weather WS-1200-IP (Wireless)","1000 ft",45.77869797,-122.34029388
"2998","KWAYACOL3","Moulton Falls","Yacolt","Ambient Weather WS-1400-IP (Wireless)","666 ft",45.84143066,-122.38993835
"2999","KWAYACOL4","Lucia Falls","Yacolt","Davis Vantage Pro 2","450 ft",45.84153748,-122.45319366
